iter	RMSE
310	0.2872508859
311	0.2871541325
312	0.2870585418
313	0.2869603799
314	0.2868885591
315	0.2867956196
316	0.2866993071
317	0.286577657
318	0.2865222995
319	0.2862950525
320	0.2861104081
321	0.2859467495
322	0.2858205678
323	0.2857308337
324	0.2855927528
325	0.2855206748
326	0.2854323129
327	0.2853091225
328	0.2852467305
329	0.2850986312
330	0.2849982097
331	0.2849017576
332	0.2848237614
333	0.2846532475
334	0.2845615082
335	0.2844780139
336	0.2844248279
337	0.2843349369
338	0.2842603481
339	0.2841432882
340	0.2840411394
341	0.2839400096
342	0.2838207523
343	0.2836451763
344	0.2835802896
345	0.2834461968
346	0.2833131944
347	0.2832579519
348	0.2831356008
349	0.2829851259
350	0.2828803406
351	0.2828000446
352	0.282728846
353	0.2826663957
354	0.2826179006
355	0.2824456289
356	0.2823481837
357	0.2822821691
358	0.2821946557
359	0.2820666891
360	0.2819845145
361	0.2819387246
362	0.281864669
363	0.2817852864
364	0.2817057118
365	0.2815936012
366	0.2814884997
367	0.2813941876
368	0.2812538225
369	0.281183017
370	0.2810893871
371	0.281043659
372	0.2809389538
373	0.2808186182
374	0.2807294736
375	0.2806790451
376	0.28059894
377	0.2805221283
378	0.2804506281
379	0.2803656953
380	0.2802702897
381	0.2801911908
382	0.2801080939
383	0.2800308196
384	0.2799146453
385	0.2797943822
386	0.2796852429
387	0.2795798296
388	0.2795050851
389	0.2794239514
390	0.2793587669
391	0.2792052177
392	0.2791025339
393	0.2790083142
394	0.2789451291
395	0.2788364829
396	0.2787332985
397	0.2786025966
398	0.278534621
399	0.278479707
400	0.2784122139
401	0.2783449165
402	0.2782745687
403	0.278226624
404	0.2781397127
405	0.2780645306
406	0.278003588
407	0.277879887
408	0.2777774472
409	0.2777154225
410	0.2776139712
411	0.2774669981
412	0.2774052316
413	0.2773390634
414	0.2772359079
415	0.2772024056
416	0.2770784805
417	0.2770391414
418	0.2768716133
419	0.2767972918
420	0.2766891816
421	0.2765772999
422	0.2764857256
423	0.2764212111
424	0.2763649363
425	0.2763048679
426	0.2762360489
427	0.2761367095
428	0.2760134757
429	0.2759660547
430	0.2758915394
431	0.2758082471
432	0.2756770184
433	0.2755571415
434	0.2754515454
435	0.2753617896
436	0.2752823261
437	0.2752394403
438	0.2751802074
439	0.2751321427
440	0.2750482302
441	0.2749852589
442	0.2748691135
443	0.2747853652
444	0.2747087688
445	0.274667611
446	0.2745957769
447	0.2745024104
448	0.2744096421
449	0.2743581303
450	0.2743040259
451	0.2742351272
452	0.2741633554
453	0.2740773683
454	0.2740302483
455	0.2739669145
456	0.2738807472
457	0.2738265501
458	0.273765127
459	0.2737007976
460	0.2736760789
461	0.2736419184
462	0.2735715956
463	0.273510124
464	0.2734618223
465	0.2733748816
466	0.2733207107
467	0.2732518681
468	0.2732064115
469	0.2731024656
470	0.2730369054
471	0.2729646432
472	0.2729042695
473	0.27285541
474	0.2727952223
475	0.2727043299
476	0.2726033973
477	0.2725611125
478	0.2725096508
479	0.2724411954
480	0.2723798986
481	0.272291056
482	0.2722114186
483	0.2721819145
484	0.2721292945
485	0.2720779359
486	0.2719567563
487	0.2718474034
488	0.2717720487
489	0.271702566
490	0.2715949589
491	0.2715255163
492	0.2714858322
493	0.2714419175
494	0.2713725415
495	0.2712972727
496	0.2712540156
497	0.2711730325
498	0.2711135708
499	0.2710682323
500	0.27095804
501	0.2708836746
502	0.2708120362
503	0.2707231578
504	0.2706732443
505	0.2706154964
506	0.2705130626
507	0.2704372717
508	0.2703696488
509	0.2703091786
510	0.2702581224
511	0.2701958023
512	0.2701244049
513	0.2700759173
514	0.270007715
515	0.2699143165
516	0.269808787
517	0.2697604536
518	0.269711564
519	0.2696295636
520	0.2695730178
521	0.2695033195
522	0.2694400761
523	0.2693851209
524	0.2692985374
525	0.2692235617
526	0.2691825823
527	0.2691125032
528	0.2690801799
529	0.2690386362
530	0.2689723172
531	0.268909382
532	0.2688425614
533	0.2687476193
534	0.2686634711
535	0.2686070349
536	0.268569045
537	0.2685170934
538	0.2684720699
539	0.2684310534
540	0.268361578
541	0.2683215467
542	0.2682826189
543	0.2682099845
544	0.2681641457
545	0.2681383173
546	0.2680506336
547	0.2680355086
548	0.267974311
549	0.2679116288
550	0.2678618114
551	0.2677991458
552	0.2677678541
553	0.2677239703
554	0.2676286699
555	0.2675833116
556	0.2675129085
557	0.2674790248
558	0.2673797484
559	0.2672935336
560	0.2672523522
561	0.2671719686
562	0.267078741
563	0.2670043388
564	0.2669607545
565	0.2668999624
566	0.2668742416
567	0.266825226
568	0.2667737265
569	0.2667084892
570	0.266670474
571	0.2666274343
572	0.2665804364
573	0.2664979818
574	0.2664506738
575	0.2664080863
576	0.2663366647
577	0.2662673694
578	0.266222536
579	0.2661657917
580	0.2660929877
581	0.2660468829
582	0.2660005521
583	0.2659258915
584	0.2658812112
585	0.2658546533
586	0.2658256419
587	0.2657952543
588	0.2657238615
589	0.2656586143
590	0.2655875382
591	0.2655017582
592	0.2654247477
593	0.265344326
594	0.2652478327
595	0.265179481
596	0.2651081303
597	0.2650713973
598	0.2649900773
599	0.2649280399
600	0.2649057312
601	0.2648515369
602	0.2648073586
603	0.2647488052
604	0.2647085492
605	0.2646807231
606	0.2646294863
607	0.2645456534
608	0.2645280997
609	0.2644781172
610	0.2644403192
611	0.2643945664
612	0.2643569326
613	0.264316395
614	0.2642799885
615	0.2641882234
616	0.2641331343
617	0.2640918951
618	0.2640640465
619	0.2640206889
620	0.2639251212
621	0.2638854209
622	0.2638229763
623	0.2637844333
624	0.2637070309
625	0.2636598968
626	0.2636238073
627	0.2635768352
628	0.2635348454
629	0.2634845249
630	0.2634522218
631	0.2634100976
632	0.2633743792
633	0.2633073998
634	0.2632709982
635	0.2631923556
636	0.2631417172
637	0.263093048
638	0.2630210749
639	0.2629559558
640	0.2628855355
641	0.2628483273
642	0.2627821475
643	0.2627307973
644	0.2627014439
645	0.2626424422
646	0.2625996952
647	0.2625504523
648	0.2625024665
649	0.2624427365
650	0.2624112065
651	0.2623738077
652	0.262331503
653	0.2622583832
654	0.2621847449
655	0.2621287709
656	0.2620822769
657	0.2620041445
658	0.2619610731
659	0.2619327126
660	0.2619023745
661	0.2618618449
662	0.2617966347
663	0.2617659235
664	0.26169955
665	0.2616479457
666	0.2616258216
667	0.2615823796
668	0.2615374553
669	0.2614672812
670	0.2614324033
671	0.2613639969
672	0.2612952611
673	0.2612462885
674	0.2612108623
675	0.2611928518
676	0.2611142867
677	0.2610766419
678	0.2609995997
679	0.2609598254
680	0.2609065633
681	0.2608468334
682	0.2608184197
683	0.2607609034
684	0.2607084888
685	0.2606619638
686	0.2606117691
687	0.2605402115
688	0.260490751
689	0.2604262143
690	0.2603690553
691	0.2603142057
692	0.2602505006
693	0.2601915949
694	0.260138457
695	0.2600992531
696	0.2600366462
697	0.2599881062
698	0.2598983383
699	0.2598449511
700	0.259771909
701	0.2597182912
702	0.259660428
703	0.2595886227
704	0.2595283565
705	0.2594837955
706	0.2594651307
707	0.2594477269
708	0.2594179896
709	0.2593676719
710	0.2593153529
711	0.2592524291
712	0.2592376769
713	0.2592097193
714	0.2591462537
715	0.2591013681
716	0.2590647707
717	0.2590078805
718	0.2589655757
719	0.2589340605
720	0.2588958565
721	0.2588361456
722	0.2587904925
723	0.2587552703
724	0.2587192428
725	0.2586735974
726	0.2586093431
727	0.2585681173
728	0.2584978646
729	0.2584388719
730	0.2583887476
731	0.2583439048
732	0.2582812805
733	0.2582415366
734	0.258193804
735	0.2581296827
736	0.2580728661
737	0.2580152332
738	0.2579794736
739	0.2579268334
740	0.2578788435
741	0.2578393603
742	0.2577745038
743	0.2577251889
744	0.2577019741
745	0.2576513196
746	0.2576175077
747	0.2575910687
748	0.2575409393
749	0.2575093023
750	0.2574751079
751	0.2574450468
752	0.2574034879
753	0.2573372717
754	0.2573020713
755	0.2572407979
756	0.2571728682
757	0.2571480145
758	0.2570995847
759	0.257055098
760	0.2570015997
761	0.2569523581
762	0.2569081301
763	0.256874217
764	0.2568425883
765	0.2568109462
766	0.2567865967
767	0.256767215
768	0.2567298669
769	0.2567129967
770	0.2566752107
771	0.2566320739
772	0.2566035873
773	0.2565517585
774	0.2565217267
775	0.25650571
776	0.2564760286
777	0.2564621962
778	0.2564171653
779	0.256390548
780	0.2563555233
781	0.2563221031
782	0.2562864566
783	0.2562493461
784	0.2561967235
785	0.2561360525
786	0.2561075106
787	0.2560739305
788	0.2560402001
789	0.256003424
790	0.2559309686
791	0.2558990359
792	0.2558593337
793	0.2557949525
794	0.2557633429
795	0.255718801
796	0.2556623407
797	0.2556254176
798	0.2556063101
799	0.2555623879
800	0.2554965959
801	0.2554313107
802	0.2553980259
803	0.2553324193
804	0.2552963245
805	0.2552633195
806	0.2552194684
807	0.2551669915
808	0.2551420824
809	0.2551105201
810	0.2550542853
811	0.2549912087
812	0.254937638
813	0.2549017431
814	0.2548627241
815	0.254829327
816	0.254748161
817	0.2546925371
818	0.2546280867
819	0.2545915673
820	0.2545246768
821	0.2545063799
822	0.254440175
823	0.2543783681
824	0.2543285317
825	0.2542813078
826	0.2542442511
827	0.2542088719
828	0.2541823781
829	0.2541597726
830	0.2541228093
831	0.2540524767
832	0.2540202728
833	0.2539745672
834	0.2539596553
835	0.2539301994
836	0.2538987714
837	0.2538629951
838	0.2538133647
839	0.2537648244
840	0.2537363274
841	0.2536948693
842	0.2536612707
843	0.2536219851
844	0.2535815154
845	0.2535416164
846	0.2534860533
847	0.2534482679
848	0.2534177669
849	0.2533785462
850	0.253346562
851	0.2533120111
852	0.2532665179
853	0.2532440658
854	0.2532110627
855	0.2531634323
856	0.253099003
857	0.2530523521
858	0.2530293867
859	0.252974318
860	0.2529336493
861	0.2529127966
862	0.2528657655
863	0.2528267635
864	0.252795552
865	0.2527641856
866	0.2527066427
867	0.2526603402
868	0.2526474461
869	0.2526147048
870	0.2525946033
871	0.2525597147
872	0.2525186942
873	0.252483832
874	0.2524265443
875	0.2524051476
876	0.2523725512
877	0.2523310044
878	0.2522927818
879	0.2522491899
880	0.2521858554
881	0.2521430635
882	0.2520880087
883	0.2520521026
884	0.2520272292
885	0.2519740619
886	0.2519369792
887	0.2519072534
888	0.2518662342
889	0.2518139743
890	0.2517656334
891	0.2516984003
892	0.251667083
893	0.2516503415
894	0.2516159822
895	0.2515822898
896	0.2515362416
897	0.2515025395
898	0.2514434786
899	0.2514014612
900	0.2513639628
901	0.251333238
902	0.251308126
903	0.2512987031
904	0.2512467238
905	0.2511879073
906	0.2511454427
907	0.2510886951
908	0.2510443445
909	0.2509908317
910	0.2509536215
911	0.2509019566
912	0.2508528517
913	0.25080714
914	0.2507738923
915	0.2507330763
916	0.2506702209
917	0.2506353879
918	0.2505850891
919	0.2505547286
920	0.2504978793
921	0.2504808446
922	0.2504419978
923	0.2504064853
924	0.2503618392
925	0.2503455452
926	0.2502957793
927	0.2502196834
928	0.2502003632
929	0.2501529328
930	0.2501257582
931	0.2500868158
932	0.2500348941
933	0.2499977105
934	0.2499642595
935	0.2499108561
936	0.249871774
937	0.249836828
938	0.2497876516
939	0.2497634329
940	0.2496948011
941	0.2496599101
942	0.2496285979
943	0.2495895935
944	0.2495480903
945	0.2495042482
946	0.24946411
947	0.2494294339
948	0.2493881935
949	0.2493524493
950	0.2493181665
951	0.2492779813
952	0.2492500394
953	0.2492318313
954	0.2492063392
955	0.249189444
956	0.2491649171
957	0.249135863
958	0.2491022913
959	0.2490543021
960	0.2490273419
961	0.2490060759
962	0.2489690224
963	0.2489144568
964	0.2488804075
965	0.248841869
966	0.2488129634
967	0.2487377765
968	0.2486996943
969	0.2486592446
970	0.2486285179
971	0.2486094344
972	0.2485772813
973	0.2485361895
974	0.2485046909
975	0.248470824
976	0.248449806
977	0.2484130585
978	0.2483888474
979	0.2483675093
980	0.2483436145
981	0.2483262855
982	0.2483120686
983	0.2482900262
984	0.2482657603
985	0.2482416717
986	0.2481996021
987	0.2481701149
988	0.2481300689
989	0.2481089776
990	0.2480871053
991	0.2480712569
992	0.2480513871
993	0.2480227607
994	0.247997426
995	0.247948511
996	0.2479368604
997	0.2479118095
998	0.2478855334
999	0.247843437
